ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
002837.SZ,20260319,103.0,106.48,103.0,104.07,106.68,-2.61,-2.4466,363877.8,3802381.17
002837.SZ,20260318,102.31,107.33,101.4,106.68,101.28,5.4,5.3318,596461.19,6276626.837
002837.SZ,20260317,107.0,107.5,100.0,101.28,105.08,-3.8,-3.6163,483651.26,4922930.381
002837.SZ,20260316,98.38,105.5,96.5,105.08,97.22,7.86,8.0848,635011.17,6464583.143
002837.SZ,20260313,96.0,98.7,96.0,97.22,97.97,-0.75,-0.7655,224014.93,2184160.551
002837.SZ,20260312,100.7,101.83,97.22,97.97,100.21,-2.24,-2.2353,282610.17,2793412.421
002837.SZ,20260311,99.6,102.84,98.6,100.21,99.2,1.01,1.0181,387835.58,3902356.381
002837.SZ,20260310,99.9,100.99,98.49,99.2,97.0,2.2,2.268,369975.62,3683467.57
002837.SZ,20260309,98.5,98.74,93.0,97.0,101.3,-4.3,-4.2448,410048.14,3892590.097
002837.SZ,20260306,100.88,103.26,100.88,101.3,102.1,-0.8,-0.7835,239704.48,2441085.246
002837.SZ,20260305,104.55,105.33,100.53,102.1,102.48,-0.38,-0.3708,350791.8,3613604.059
002837.SZ,20260304,101.14,105.49,100.68,102.48,102.4,0.08,0.0781,283673.59,2923885.857
002837.SZ,20260303,111.66,111.8,102.14,102.4,111.05,-8.65,-7.7893,518033.5,5457529.99
002837.SZ,20260302,105.5,112.72,105.03,111.05,108.5,2.55,2.3502,508524.93,5612174.054
002837.SZ,20260227,109.01,110.5,107.31,108.5,113.7,-5.2,-4.5734,455662.9,4939489.941
002837.SZ,20260226,111.08,115.72,106.22,113.7,109.72,3.98,3.6274,671956.27,7489646.116
002837.SZ,20260225,110.0,110.53,107.6,109.72,109.1,0.62,0.5683,327930.69,3573660.151
002837.SZ,20260224,112.01,113.0,105.73,109.1,113.14,-4.04,-3.5708,497112.35,5423314.586
002837.SZ,20260213,109.51,116.5,109.0,113.14,109.45,3.69,3.3714,806493.18,9152032.797
002837.SZ,20260212,105.11,109.45,105.11,109.45,99.5,9.95,10.0,804931.74,8731754.428
002837.SZ,20260211,104.11,106.5,99.06,99.5,103.79,-4.29,-4.1333,401853.11,4076873.318
002837.SZ,20260210,104.22,107.0,103.13,103.79,103.82,-0.03,-0.0289,303555.2,3185928.016
002837.SZ,20260209,102.68,105.0,100.86,103.82,99.69,4.13,4.1428,386432.26,3996831.149
002837.SZ,20260206,96.9,103.68,96.54,99.69,99.27,0.42,0.4231,428203.83,4313056.213
002837.SZ,20260205,104.01,106.8,98.18,99.27,106.31,-7.04,-6.6221,498362.2,5053506.363
002837.SZ,20260204,109.78,111.39,103.89,106.31,109.77,-3.46,-3.152,550545.47,5877470.705
002837.SZ,20260203,106.0,110.0,101.11,109.77,103.81,5.96,5.7413,781412.49,8294663.547
002837.SZ,20260202,107.51,109.9,103.51,103.81,106.99,-3.18,-2.9722,506126.7,5338205.154
002837.SZ,20260130,97.0,107.31,97.0,106.99,99.35,7.64,7.69,860328.85,8982652.187
002837.SZ,20260129,101.01,102.5,98.87,99.35,104.24,-4.89,-4.6911,496758.59,4978647.637
002837.SZ,20260128,98.07,106.9,97.0,104.24,97.92,6.32,6.4542,811240.17,8289877.259
002837.SZ,20260127,96.37,98.79,94.07,97.92,97.34,0.58,0.5958,310351.84,3001234.257
002837.SZ,20260126,96.5,100.76,96.25,97.34,97.35,-0.01,-0.0103,282634.74,2773387.093
002837.SZ,20260123,99.5,99.65,96.7,97.35,99.5,-2.15,-2.1608,301277.42,2939517.626
002837.SZ,20260122,99.62,101.0,97.81,99.5,99.37,0.13,0.1308,280675.15,2775320.018
002837.SZ,20260121,96.0,100.38,95.0,99.37,96.31,3.06,3.1772,381040.72,3764396.347
002837.SZ,20260120,101.5,102.67,95.7,96.31,102.39,-6.08,-5.9381,584234.38,5703244.616
002837.SZ,20260119,100.12,105.0,100.1,102.39,102.64,-0.25,-0.2436,415887.3,4281064.008
002837.SZ,20260116,105.0,105.2,100.92,102.64,103.33,-0.69,-0.6678,525397.3,5411213.21
002837.SZ,20260115,98.16,105.0,97.81,103.33,99.0,4.33,4.3737,772246.98,7935243.534
002837.SZ,20260114,97.88,102.17,95.53,99.0,96.69,2.31,2.3891,637491.23,6283644.066
002837.SZ,20260113,99.85,102.66,96.2,96.69,100.08,-3.39,-3.3873,543642.51,5392952.282
002837.SZ,20260112,101.0,102.0,98.35,100.08,102.19,-2.11,-2.0648,554258.1,5547166.793
002837.SZ,20260109,101.11,103.94,98.8,102.19,101.56,0.63,0.6203,499785.69,5087264.23
002837.SZ,20260108,104.5,105.5,100.56,101.56,104.5,-2.94,-2.8134,441093.47,4519470.861
002837.SZ,20260107,100.67,106.6,100.67,104.5,102.5,2.0,1.9512,630988.43,6566317.366
002837.SZ,20260106,106.9,107.28,101.5,102.5,106.0,-3.5,-3.3019,643242.8,6644682.432
002837.SZ,20260105,107.2,108.5,104.0,106.0,106.89,-0.89,-0.8326,571815.82,6056767.905
002837.SZ,20251231,111.17,112.0,106.0,106.89,113.2,-6.31,-5.5742,642509.27,6957538.388
002837.SZ,20251230,109.36,117.3,107.55,113.2,109.32,3.88,3.5492,654810.64,7448680.899
002837.SZ,20251229,110.59,111.65,106.8,109.32,110.59,-1.27,-1.1484,555846.82,6053763.176
002837.SZ,20251226,110.33,113.77,109.5,110.59,110.81,-0.22,-0.1985,536064.69,5939787.159
002837.SZ,20251225,110.6,116.5,109.88,110.81,111.17,-0.36,-0.3238,714400.99,8026913.392
002837.SZ,20251224,106.0,112.73,105.0,111.17,103.84,7.33,7.0589,841855.38,9170862.23
002837.SZ,20251223,93.94,103.84,93.46,103.84,94.4,9.44,10.0,767490.3,7602747.55
002837.SZ,20251222,92.8,95.28,91.96,94.4,91.13,3.27,3.5883,568556.66,5337380.716
002837.SZ,20251219,94.16,94.9,90.21,91.13,94.15,-3.02,-3.2076,712973.4,6560938.811
002837.SZ,20251218,95.01,99.44,94.01,94.15,92.95,1.2,1.291,1078019.1,10390725.622
002837.SZ,20251217,88.0,92.95,87.96,92.95,84.5,8.45,10.0,716768.56,6601309.277
002837.SZ,20251216,82.0,87.0,81.0,84.5,81.98,2.52,3.0739,727215.07,6095443.072
002837.SZ,20251215,78.04,83.33,77.81,81.98,78.87,3.11,3.9432,599566.08,4897714.684
002837.SZ,20251212,75.01,80.0,73.29,78.87,75.22,3.65,4.8524,523076.2,4026830.415
002837.SZ,20251211,76.31,78.23,75.06,75.22,77.09,-1.87,-2.4257,306213.31,2344378.359
002837.SZ,20251210,77.25,78.0,75.06,77.09,78.64,-1.55,-1.971,393005.37,3010765.088
002837.SZ,20251209,76.89,79.94,76.5,78.64,76.37,2.27,2.9724,604178.98,4729759.528
002837.SZ,20251208,71.66,77.29,71.62,76.37,71.61,4.76,6.6471,587980.27,4438434.546
002837.SZ,20251205,71.54,72.14,69.51,71.61,70.88,0.73,1.0299,243942.75,1733540.744
002837.SZ,20251204,70.86,71.7,68.8,70.88,71.3,-0.42,-0.5891,265132.08,1864996.632
002837.SZ,20251203,71.55,73.4,70.7,71.3,71.37,-0.07,-0.0981,321325.08,2313053.172
002837.SZ,20251202,73.26,73.66,70.7,71.37,73.63,-2.26,-3.0694,301020.23,2163537.24
002837.SZ,20251201,72.0,74.74,71.5,73.63,71.81,1.82,2.5345,343562.72,2525245.997
002837.SZ,20251128,72.42,73.78,70.95,71.81,72.52,-0.71,-0.979,303198.36,2183760.071
002837.SZ,20251127,74.1,76.47,72.08,72.52,74.78,-2.26,-3.0222,477021.13,3550698.302
002837.SZ,20251126,71.6,76.6,70.54,74.78,73.37,1.41,1.9218,677949.58,5026031.699
002837.SZ,20251125,69.39,75.77,69.12,73.37,68.88,4.49,6.5186,897394.19,6644635.393
002837.SZ,20251124,69.6,70.55,64.9,68.88,68.9,-0.02,-0.029,468981.46,3149546.281
002837.SZ,20251121,70.29,70.99,67.41,68.9,72.92,-4.02,-5.5129,462141.41,3204021.646
002837.SZ,20251120,75.08,75.49,70.7,72.92,72.29,0.63,0.8715,490783.42,3571052.057
002837.SZ,20251119,74.0,74.98,71.16,72.29,74.36,-2.07,-2.7838,441106.65,3217626.926
002837.SZ,20251118,73.13,76.5,72.7,74.36,74.42,-0.06,-0.0806,622152.9,4652563.165
002837.SZ,20251117,72.0,76.0,71.22,74.42,70.17,4.25,6.0567,757119.22,5608531.513
002837.SZ,20251114,72.87,73.33,69.79,70.17,73.71,-3.54,-4.8026,625363.59,4431976.718
002837.SZ,20251113,67.0,73.71,66.67,73.71,67.01,6.7,9.9985,876242.12,6293591.775
002837.SZ,20251112,65.5,68.2,64.46,67.01,66.2,0.81,1.2236,347680.35,2310206.676
002837.SZ,20251111,67.02,68.0,65.88,66.2,66.55,-0.35,-0.5259,230031.66,1537920.171
002837.SZ,20251110,69.25,70.01,65.53,66.55,69.25,-2.7,-3.8989,315156.08,2107520.548
002837.SZ,20251107,68.47,70.9,67.17,69.25,69.15,0.1,0.1446,313870.98,2166031.76
002837.SZ,20251106,67.08,69.49,67.02,69.15,66.73,2.42,3.6266,310915.75,2139329.447
002837.SZ,20251105,66.0,67.26,65.44,66.73,68.91,-2.18,-3.1635,337522.38,2240248.9
002837.SZ,20251104,71.69,71.87,68.5,68.91,71.88,-2.97,-4.1319,274956.95,1918704.161
002837.SZ,20251103,70.08,72.31,68.9,71.88,70.06,1.82,2.5978,312240.29,2214184.083
002837.SZ,20251031,72.26,72.88,70.0,70.06,73.33,-3.27,-4.4593,413457.52,2937329.604
002837.SZ,20251030,78.01,78.8,73.31,73.33,78.08,-4.75,-6.0835,594141.16,4455925.42
002837.SZ,20251029,77.8,78.96,75.1,78.08,75.27,2.81,3.7332,546419.32,4230797.606
002837.SZ,20251028,76.99,77.3,74.8,75.27,78.23,-2.96,-3.7837,543168.16,4106784.239
002837.SZ,20251027,77.0,78.64,74.43,78.23,74.0,4.23,5.7162,626237.44,4811749.386
002837.SZ,20251024,71.5,74.49,70.49,74.0,70.63,3.37,4.7713,484452.57,3538947.773
002837.SZ,20251023,71.7,71.74,68.75,70.63,72.75,-2.12,-2.9141,339407.65,2380508.4
002837.SZ,20251022,71.7,73.28,71.17,72.75,71.95,0.8,1.1119,374936.32,2717083.39
002837.SZ,20251021,68.82,72.79,68.21,71.95,69.16,2.79,4.0341,522518.59,3713609.081
002837.SZ,20251020,68.92,71.47,67.5,69.16,68.87,0.29,0.4211,477503.27,3316715.639
002837.SZ,20251017,76.0,76.23,68.87,68.87,76.52,-7.65,-9.9974,656136.27,4618860.248
002837.SZ,20251016,74.01,79.1,73.44,76.52,74.31,2.21,2.974,576299.59,4402248.568
002837.SZ,20251015,75.2,76.33,70.5,74.31,77.27,-2.96,-3.8307,682169.38,4964197.037
002837.SZ,20251014,78.11,84.5,77.17,77.27,78.6,-1.33,-1.6921,999904.7,8094196.959
002837.SZ,20251013,70.0,79.1,70.0,78.6,76.53,2.07,2.7048,594480.28,4474045.4
002837.SZ,20251010,77.37,79.98,75.73,76.53,77.75,-1.22,-1.5691,519464.43,4050431.162
002837.SZ,20251009,81.0,82.85,77.6,77.75,79.98,-2.23,-2.7882,642040.63,5141087.43
002837.SZ,20250930,84.7,85.25,79.85,79.98,83.78,-3.8,-4.5357,687462.73,5615381.181
002837.SZ,20250929,79.82,84.5,79.34,83.78,79.8,3.98,4.9875,611880.91,5018816.719
002837.SZ,20250926,86.05,86.9,79.68,79.8,85.28,-5.48,-6.4259,777136.42,6383295.696
002837.SZ,20250925,79.23,86.91,79.23,85.28,79.01,6.27,7.9357,1022215.64,8607147.535
002837.SZ,20250924,80.13,80.99,77.5,79.01,82.7,-3.69,-4.4619,787699.55,6228518.842
002837.SZ,20250923,87.61,89.99,80.38,82.7,81.88,0.82,1.0015,1173428.26,9978932.825
002837.SZ,20250922,74.12,81.88,74.12,81.88,74.44,7.44,9.9946,604254.36,4837297.34
002837.SZ,20250919,78.0,79.7,74.2,74.44,78.08,-3.64,-4.6619,703279.71,5324908.547
002837.SZ,20250918,74.76,81.2,74.76,78.08,75.42,2.66,3.5269,965594.48,7566943.164
002837.SZ,20250917,75.16,78.35,73.7,75.42,75.52,-0.1,-0.1324,594246.62,4495965.448
002837.SZ,20250916,73.5,76.8,73.38,75.52,74.47,1.05,1.41,632979.53,4763886.975
002837.SZ,20250915,73.92,76.0,72.21,74.47,75.31,-0.84,-1.1154,617370.75,4568966.693
002837.SZ,20250912,74.15,79.4,73.1,75.31,75.81,-0.5,-0.6595,888956.32,6803633.164
002837.SZ,20250911,72.4,76.88,70.99,75.81,72.33,3.48,4.8113,1053810.04,7868157.949
002837.SZ,20250910,68.31,73.87,67.5,72.33,67.15,5.18,7.7141,1048441.76,7497176.447
002837.SZ,20250909,68.9,70.3,66.6,67.15,69.13,-1.98,-2.8642,499129.54,3410709.156
002837.SZ,20250908,69.08,70.55,68.0,69.13,71.07,-1.94,-2.7297,628537.54,4353203.704
002837.SZ,20250905,68.68,71.52,66.9,71.07,67.68,3.39,5.0089,757898.47,5252182.589
002837.SZ,20250904,73.75,74.11,66.38,67.68,73.75,-6.07,-8.2305,1032486.46,7161194.286
002837.SZ,20250903,73.02,75.0,71.19,73.75,72.15,1.6,2.2176,859214.62,6278596.135
002837.SZ,20250902,78.63,79.89,72.14,72.15,80.16,-8.01,-9.9925,993762.46,7412658.013
002837.SZ,20250901,81.62,82.48,77.18,80.16,80.0,0.16,0.2,935635.05,7435379.772
002837.SZ,20250829,82.0,85.0,79.6,80.0,79.04,0.96,1.2146,1213045.69,9922873.746
002837.SZ,20250828,69.6,79.04,68.69,79.04,71.85,7.19,10.007,1251469.54,9391535.323
002837.SZ,20250827,68.7,74.84,67.97,71.85,68.04,3.81,5.5996,1261592.55,9132488.888
002837.SZ,20250826,67.3,72.61,67.01,68.04,68.1,-0.06,-0.0881,1068607.52,7435056.708
002837.SZ,20250825,65.37,69.85,64.5,68.1,65.66,2.44,3.7161,1090992.66,7342139.65
002837.SZ,20250822,63.5,67.0,63.5,65.66,64.6,1.06,1.6409,1081941.59,7061703.576
002837.SZ,20250821,71.16,71.6,62.99,64.6,69.3,-4.7,-6.7821,1129557.53,7430810.865
002837.SZ,20250820,66.0,69.98,64.8,69.3,67.46,1.84,2.7275,955603.4,6445457.651
002837.SZ,20250819,69.0,69.99,64.99,67.46,70.2,-2.74,-3.9031,1246640.23,8380671.977
002837.SZ,20250818,64.16,70.2,63.36,70.2,63.82,6.38,9.9969,1116732.7,7536688.67
002837.SZ,20250815,58.02,64.05,57.28,63.82,58.23,5.59,9.5999,1091043.24,6772254.748
002837.SZ,20250814,56.89,61.3,55.67,58.23,57.0,1.23,2.1579,1040241.68,6016247.178
002837.SZ,20250813,54.06,58.86,54.01,57.0,54.75,2.25,4.1096,977235.82,5480397.639
002837.SZ,20250812,50.01,55.06,48.89,54.75,50.05,4.7,9.3906,1007854.63,5258955.644
002837.SZ,20250811,47.99,51.0,47.67,50.05,46.39,3.66,7.8896,1120597.86,5524607.94
002837.SZ,20250808,41.87,46.39,41.87,46.39,42.17,4.22,10.0071,941923.69,4276123.654
002837.SZ,20250807,41.71,44.77,41.66,42.17,43.1,-0.93,-2.1578,865257.47,3705283.318
002837.SZ,20250806,41.31,45.1,41.3,43.1,41.0,2.1,5.122,1165871.67,5072454.563
002837.SZ,20250805,42.53,42.99,40.4,41.0,42.51,-1.51,-3.5521,925507.72,3817496.051
002837.SZ,20250804,41.05,43.1,39.61,42.51,41.03,1.48,3.6071,1088694.52,4507640.316
002837.SZ,20250801,40.98,42.5,39.56,41.03,40.21,0.82,2.0393,1497309.07,6174501.413
002837.SZ,20250731,40.15,40.21,40.11,40.21,36.55,3.66,10.0137,261419.77,1050691.003
002837.SZ,20250730,35.58,36.55,35.19,36.55,33.23,3.32,9.991,789416.09,2858524.916
002837.SZ,20250729,32.7,33.5,32.3,33.23,32.99,0.24,0.7275,269116.85,885801.736
002837.SZ,20250728,31.95,32.99,31.73,32.99,31.65,1.34,4.2338,326490.23,1059837.31
002837.SZ,20250725,31.91,32.1,31.21,31.65,31.9,-0.25,-0.7837,212795.6,670568.124
002837.SZ,20250724,31.7,32.02,31.32,31.9,31.63,0.27,0.8536,221994.61,703288.721
002837.SZ,20250723,31.31,32.03,31.25,31.63,31.64,-0.01,-0.0316,230517.49,730430.934
002837.SZ,20250722,32.61,32.91,31.33,31.64,32.99,-1.35,-4.0921,452663.83,1442635.557
002837.SZ,20250721,33.67,34.0,32.6,32.99,34.15,-1.16,-3.3968,327810.52,1079621.803
002837.SZ,20250718,33.5,34.42,32.93,34.15,33.16,0.99,2.9855,347374.32,1173741.998
002837.SZ,20250717,32.56,33.16,32.37,33.16,32.72,0.44,1.3447,317188.04,1041026.024
002837.SZ,20250716,33.92,35.2,32.68,32.72,33.87,-1.15,-3.3953,497217.01,1679319.867
002837.SZ,20250715,31.72,33.89,31.72,33.87,31.84,2.03,6.3756,466740.5,1545894.509
002837.SZ,20250714,30.66,32.37,30.63,31.84,30.63,1.21,3.9504,367925.87,1163309.444
002837.SZ,20250711,30.67,30.95,30.3,30.63,30.99,-0.36,-1.1617,205321.04,628838.382
002837.SZ,20250710,30.6,31.25,29.9,30.99,30.59,0.4,1.3076,311422.82,951969.903
002837.SZ,20250709,30.87,30.98,30.23,30.59,30.86,-0.27,-0.8749,268478.13,819631.302
002837.SZ,20250708,28.83,30.87,28.54,30.86,29.01,1.85,6.3771,434912.28,1314392.584
002837.SZ,20250707,28.8,29.81,28.48,29.01,29.41,-0.4,-1.3601,203582.7,588564.241
002837.SZ,20250704,29.25,30.14,29.09,29.41,28.84,0.57,1.9764,327602.7,972100.021
002837.SZ,20250703,28.89,29.08,28.66,28.84,28.74,0.1,0.3479,144080.97,415897.489
002837.SZ,20250702,29.11,29.29,28.64,28.74,29.46,-0.72,-2.444,151516.21,437195.625
002837.SZ,20250701,29.73,30.14,29.4,29.46,29.71,-0.25,-0.8415,184771.96,548989.714
