metric_name,period,report_type,stock_code,value,yoy
处置固定资产、无形资产和其他长期资产所收回的现金净额,2024-06-30,llb,002837,101000.000000,1.89606
处置子公司及其他营业单位收到的现金净额,2024-06-30,llb,002837,0.000000,
收到的其他与投资活动有关的现金,2024-06-30,llb,002837,150000000.000000,-0.4403
投资活动现金流入小计,2024-06-30,llb,002837,150559944.440000,-0.44215
购建固定资产、无形资产和其他长期资产所支付的现金,2024-06-30,llb,002837,173870651.400000,0.921
投资所支付的现金,2024-06-30,llb,002837,0.000000,
取得子公司及其他营业单位支付的现金净额,2024-06-30,llb,002837,0.000000,
支付的其他与投资活动有关的现金,2024-06-30,llb,002837,100000000.000000,-0.5
投资活动现金流出小计,2024-06-30,llb,002837,273870651.400000,-0.05728
投资活动产生的现金流量净额,2024-06-30,llb,002837,-123310706.960000,-4.98028
吸收投资收到的现金,2024-06-30,llb,002837,6659429.030000,
子公司吸收少数股东投资收到的现金,2024-06-30,llb,002837,106667.000000,
取得借款收到的现金,2024-06-30,llb,002837,367691437.990000,-0.16434
收到其他与筹资活动有关的现金,2024-06-30,llb,002837,47929668.580000,2.37557
筹资活动现金流入小计,2024-06-30,llb,002837,422280535.600000,-0.07027
偿还债务支付的现金,2024-06-30,llb,002837,323500000.000000,-0.15996
分配股利、利润或偿付利息所支付的现金,2024-06-30,llb,002837,122739753.050000,0.34913
支付其他与筹资活动有关的现金,2024-06-30,llb,002837,57558856.460000,0.51103
筹资活动现金流出小计,2024-06-30,llb,002837,503798609.510000,-0.02017
筹资活动产生的现金流量净额,2024-06-30,llb,002837,-81518073.910000,-0.35931
汇率变动对现金及现金等价物的影响,2024-06-30,llb,002837,3239581.920000,-0.56732
现金及现金等价物净增加额,2024-06-30,llb,002837,-247246340.170000,-1.51355
期初现金及现金等价物余额,2024-06-30,llb,002837,815009070.700000,0.44778
现金的期末余额,2024-06-30,llb,002837,567762730.530000,0.22212
现金的期初余额,2024-06-30,llb,002837,815009070.700000,0.44778
期末现金及现金等价物余额,2024-06-30,llb,002837,567762730.530000,0.22212
